"Name","Rating","Review","Date"
"Lijana Pilelyte","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","The store was very clean and organized, the sales person was very attentive without being pushy, knows the product.","October 03, 2023"
"Randev Cooray","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","","July 05, 2023"
"Wendy Struthers","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","I was able to trade in my old coat and get a new one I preferred.   The sales clerks were great.","September 01, 2023"
"Miss Rhonda McEwan","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","The whole Canada Goose experience was Fantastic","July 11, 2023"
"Roger","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","Zip not working on a £520 fleece. Can’t do it up as you can’t get the two parts to slide in together. Their warranty says it has a special lock on it to stop it opening and I should get used to it. Now taking it to our local council consumer department for them to take action. I wish I had checked here before buying - absolutely disgusting service for a very high priced item","September 15, 2023"
"Cody Watier","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","Sent my jacket in for repair hoping warranty would cover it. NOPE! They claimed it was from ""normal wear and tear"". Umm excuse me? These zippers are heavy duty. They didn't even offer to fix the zipper at a cost either and instead they sent it back to me in the same condition I sent it. So I wasted around $35ish on shipping, waited a month to get it back not fixed... Still fighting with them and disputing their decision. Their so-called warranty is horrendous. They don't give a sh!t about their customers at all. Would not recommend even bothering trying to deal with their supposed ""lifetime warranty"". Considering filing a complaint against them to the Better Business Bureau. Would give them 0 star review if I could...","November 04, 2023"
"Britni Mcdonough","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","Literally the worst customer service !!! You are better off buying from a third party like Nordstrom.  Canada goose service is no help at all.  They just keep reading a script never addressing any “issue”. Refused to EXCHANGE a coat purchased in Canada with tags and receipts in the US because their policy is that it has to be done in the county it was purchased in.   I have not had any issue EXCHANGING gifts or purchases bought outside the US in their stores with any other luxury brand. I have purchased a few things from Canada goose without the need for costumer service so they are lucky they got that business out of me.  I would not recommend buying from them just based on customer service.  Makes me wonder how this lifetime warranty is going to go.","November 02, 2023"
"Miroslav","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","","October 31, 2023"
"Mark C. Casis","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","Inquired about replacement of a hood and was made to believe prior to sending the jacket that they could replace it (Year bought, style model given)… but after multiple, frustrating back and forth emails/ messages and at least 5 calls to their 1(800) number… I got my jacket back and nothing was done.They could have saved me the time, money, and aggravation right from the start had they told me they could not replace it. I gave the year/model of the jacket and they did not know???  Seriously, someone does not know their job.Worst. Customer. Service.Worst. Warranty.","September 17, 2023"
"Kostas Stamkopoulos","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","I bought a Canada Goose Vest with $570. I found 2 holes on it, 1 one the inside and 1 on the outside. I sent it for inspection (which I paid $30) and they told me that this was an illusion and there was no hole found, and also they inspected the whole vest and there was not hole. So I take it back after 3 weeks of ""inspection"", I open the package and I find the big hole on the right arm. Now they told me to send the vest back for inspection again. To get 3 weeks and pay another $30. It is the first item from and been very disappointed.","October 26, 2023"
"bakr siddeeq","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","Bought a jacket for £500Not even been a year. Within 6 months it started to bobble. I emailed them and they said its not covered under warranty as its wear and tear. I've had jackets for £50 for years and they've lasted longer.","September 04, 2023"
"Chloe","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","I went into your Regent street store and I had fantastic service and help from Jett. I also spoke to Jameelah on the phone both are so helpful, Friendly and kind. 5 star service from both. The whole atmosphere of the store is great.","October 02, 2023"
"Tony Pasma","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","","September 13, 2023"
"Olivia","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","Do not do the “ generations “ trade in . They wouldn’t take my coat due to “ a hole on the inner cuff.” This was more like fraying than a hole and on top of that with the money these parkas cost this should not even be happening. I have older coats I wore more often with no fraying on the cuffs. They did not specify on the trade in page that this was unacceptable and I wasted my time sending this coat out and now I have to wait for them to hopefully send it back . They should specify on the page more about what is and isn’t accepted for trade ins so others do not waste their time and they should stand by their products and quality. Never buying from them again !","September 12, 2023"
"Annette Newton","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","I have a yellow vest that has silver snaps on pocket and the snaps bled through.  They advised that this was not warranty so sent it back charged me for cleaning and it looks the exact same. Is this not why we purchase expensive items so that warranty is upheld.  I was most disappointed with the way I was treated by their customer care team.  I even reached out to the higher ups on linked in and got no response.  Definitely will not purchase here again.","September 09, 2023"
"Alexey B","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","I recently ordered a 850 pounds coat from Canada Goose, which unfortunately arrived damaged with stains. When I contacted customer support, I was shockingly not offered an exchange; only a return option.Furthermore, there's only one item of this particular model left in my size in the UK, and ordering from American websites is not a viable option for me. This means I have to shell out another 850 pounds to order a new coat and then wait for a refund, which is obviously far from ideal.To add to the inconvenience, the return process isn't as simple as dropping the item off at the post office; it involves arranging for a DHL pickup, which makes the whole process even more time-consuming and costly.The only solution Canada Goose offered me as compensation was a free next business day delivery for my next order, which is completely unsatisfactory, seeing as that is already the standard on their website. I am frankly shocked, outraged, and disappointed by this experience.","August 24, 2023"
"Tony Paraskevopoulos","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","In May I sent my coat  to Canada Goose to be cleaned as per the warranty. Several times I’ve been told since then nothing will be done to my coat because I can’t prove when I bought my coat with a receipt. I finally had a chance to speak to a manager, who actually listened and had my coat reinspected by the warranty team who dropped the ball. now a few repairs are being done to the coat i’ve only had this coat a year and has all these issues. I can’t phathom  how Canada goose can actually get away with this? Inside the coat there’s three tags that the warranty team uses to prove authenticity…. I’ve had this coat for at least a year now and a DWR is being put on my coat, so it doesn’t leak? My coat is  now being fixed the left and right cuffs I think they said the zipper is being replaced along with a couple other repairs? Somethings can be done as per the warranty without a receipt as a manufacturing defect but some manufacturing defects cannot be fixed without a receipt? Three months they had my coat and; if I didn’t speak to a particular manager nothing would’ve been done to my coat and it would’ve been shipped back to me the way it was . Finally, my coat is being sent back to me . I just received a text from the warranty team at at Canada Goose that my coat is being shipped back to me after three months! As per the manager, I’ve been told a goodwill gesture will be applied either a hat, scarf,or gloves one will be sent to me. There’s no promise which one though, but thank you Canada Goose you’re the best. I will never purchase anything from Canada Goose ever again after this. please be careful with Canada Goose because after this experience, I could tell you they don’t care about their customers at all.","May 30, 2023"
"Fran","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","Received mitts for Christmas ( the most expensive pair they sell) and the material started to wear after less than a dozen wearings. Apparently they don’t warranty accessories! Very difficult to deal with and no resolution whatsoever. They kept sending emails about how it would be reviewed by someone higher up. After 6 months plus I gave up( which is probably what they were hoping)!Overpriced and poor quality. I would not recommend buying any product from this company as they do not stand behind their products.","January 01, 2023"
"Patsy","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-2.svg","Had 3mos.white start coming from seams,the coat had split on pocket, and same on bottom sent it to Canada Goose company, want to charge $250-$350 to replace. Was warm but not worth the money.not for everyday wear for 68 yr.old","February 20, 2023"
"kristine prigo","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","Terrible company, false lifetime warranty, my jacket looked exactly the same as it was still look faded and worn out. No repair has been done. DO NOT BUY from them again","July 12, 2023"
"Kristine prigo","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","Never ever buying a Canada goose again. I brought my Canada goose 4 years ago. The black faded like to an ash grey. The sleeves stitching was coming off. When I sent it to the warranty centre they said this is normal wear and tear and can’t be fixed or replaced. Life time warranty is a scam! Do not buy go for a moncler or something else!","July 07, 2023"
"Aliya Sadiq","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","Canada Goose are THIEVES!! Went into store and wanted to buy two coats. 1 was available and the second I purchased for home delivery as told wasn’t available in store. On the day of delivery wasn’t home get a notification saying “delivered” went home no package was given to neighbours nowhere to be found. Rang dhl rang Canada goose. Canada goose had constantly told me to wait “a few days” for DHL’s response as they’re trying to locate the package. I asked for picture proof of the parcel of where it’s gone. Sent me a picture that is NOTTT my house and NOT MY CAR IN THE DRIVE. I explained I have a bright red door and a silver car. The picture showed a white car and a black door. Canada goose wasn’t interested continued to ask me to wait promising me a refund on “Thursday”. On Wednesday two weeks after my original purchase date, I received an email from customer services claiming I will not be receiving any refund or any coat as the picture shows it was delivered to my house. I even sent them a picture of my house and my door number clearly showing. Unfortunately I paid in store with cash so I cannot charge back and they have just blatantly robbed me. I asked the store for a letter of deadlock to report it to the ombudsman service and I’m told they cannot provide this. WORST COMPANY AND WORST BRAND EVER.","June 14, 2023"
"HC CT","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","Bought multiple jackets for family member under the guise of a lifetime guaranty against defects.  Low and behold, first time i have an issue, they stated its wear and tear for laminate that fell apart inside of an older jacket.  At this point i requested to speak with the supervisor to determine what is considered normal wear and tear vs manufacturer defect.   He pretty much stated anything over something like 5-7 years is considered wear and tear.  This was not stipulated in the lifetime warranty claim.   These jackets WILL not last long and their customer service SUCKS.  DO NOT BUY.","June 01, 2023"
"Sona","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","Never buying anything again! Black jacket after couple of times using faded so much it looks cheaper and worst than Columbia jacket for $100 after 3years. Spent 2x $40 cleaning fees and they return my jacket back and said it looks good to them. Worst $1500 spent in my life.","May 25, 2023"
"Ashley","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","Sent my coat in for repair under the warranty scheme 7 weeks ago and still not received my coat back! Their website advertises a 4 week turn around. Not happy one bit","April 05, 2023"
"Mohammed Kassab","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","I'm posting this review here because Canada Goose did not accept the review I wrote on their website. (seems they don't want people to see\hear my experience)I bought the lockport jacket online, but it turned out too big for me, and I did not like the look. It made me feel like I was a firefighter. So I immediately requested a return online less than 2 hours after receiving the coat. I got it packed and good to go. When their warehouse received it, they rejected the return and said there were signs of ""wear"" I only tried on the jacked and took it off. I didn't have it on for more than 5 minutes. I didn't go anywhere with it, and the tags are still on. I'm not sure what strict inspection they performed here, but it definitely feels overboard. If trying on a jacket causes ""wear"" then that tells me the quality of your jacket is very poor. This is the first time I've had a bad experience buying something online. I have no idea what else I could have done to prevent ""wear"" from trying a jacket on and packing it within 2 hours of receiving it. After all the back and forth with customer service over the phone, their resolution was to either sell it 2nd hand or travel to the USA and use their trade in program. Imagine a Canadian buying a jacket from a Canadian company in Canada being told to travel to the USA to trade in a jacket. The worst customer service I've ever witnessed. So it looks like im stuck with this jacket unless Canada Goose is willing to cover travel expenses to the USA. Very disappointed with the whole experience and I definitely wouldn't buy from Canada Goose again. I feel like I was taken advantage of. I hope all I have shared will help those thinking of being buying online. If you like their products, I strongly recommend going in-store if you can try on things, or else Canada Goose will force you to keep it.","April 24, 2023"
"jack warchalowski","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","Bought good looking, $1000 Winslow Coat before my oversees business trip but decided not to use it.  Sent it back to Toronto based CG for a return after 3 wks - still within the month long return interval.  After 10 days at the return centre the item was processed and returned back to me with no explanation.  After my follow up a number of times I was told that the item was dirty (It was NOT - I never used it and it had original stickers and packaging) and it was missing a hood ( I did forget to include it in the return package).  On top of that the 30 day return period was passed :-).  Never was asked to add the missing hood which could be done within a day (living just outside of Toronto).  Have the pictures of the coat and its perfect (not dirty) condition.  Can't believe that return of this item could be refused with a made up reason !!!.  Unfortunately, this was my fourth but the last purchase at CANADA GOOSE.","May 19, 2023"
"Mr,","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","From a company as highly regarded as Canada Goose, the overall product quality and customer experience has the been the WORST and quite honestly disgusting. I had to return my jacket within the first 40 days of owning it due to the elasticity going in the sleeve. Asked for an exchange as product are fully warranted... Apparently. They repaired and sent back. within 3 months seams started coming apart to which i sent back and they repaired. What i received back from a company who say they have 'Superior Standards' looked like my dog had a go at it. The repair seams didn't meet and loose ends were hanging out. Trying to get any update or a person to speak with regarding a full refund or replacement has been nothing less than a joke. Currently in the process of reporting to trading standards and taking commercial action. Don't believe warranty policy... It's deceptive!","May 10, 2023"
"Mila","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","In December 2022 I ordered two jackets from Canada Goose for a €2990.00. Since both did not fit me, I had both jackets picked up at my door via courier as instructed on the website.Canada Goose later informed me that they had received a game for children (physics professionals) and so they cannot accept my return.I assured them several times that I packed everything correctly and pointed out that they bear the risk for the return. Despite available customer service, I received no help at all. They didn't want to give me my money back... I was asked again and again if I hadn't accidentally sent something else back... They also didn't open a case with courier. I did that myself.I then investigated on my own and found out that one of the ""missing jackets"" was being sold on an online market place not far from me. Made an appointment and called the police. In cooperation with a very courteous courier employee, I was able to determine from the profile of the person in question that she was selling other goods that had gone missing from the courier, which ultimately led to a house search and the seizure of the two jackets. It turned out that the courier employee (who picked up my package) had stolen the jackets and exchanged them in order to then sell them... Only when Canada Goose got the jackets back did I get my money back. All in all, the whole thing cost me a lot of nerves and time. I put more than 20 hours of work into this and I'm lucky that the jackets could be found in this way. Canada Goose would definitely not have fulfilled its obligation to give me my money back. Even the police file number and a report from the courier were not enough to confirm my story. Only when they got the jackets back in their hands did I get my money back. Without my full commitment, they would have had to give me back the money anyway and would certainly not have found the jackets either. I will definitely never buy or wear anything from this brand again. This was by far the most frustrating online shopping experience I have ever had. That's a violation of consumer rights.","December 15, 2022"
"Patricia Walsh","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","Jacket missing inside strap. Sent pictureswith tags on. Told to return jacket by mailfor an inspection. Jacket three days old. Unwilling to send a simple inside strap.  No supervisor available.  Unable to leave review at end of call.  CANADA GOOSE LEAVES A POOR IMPRESSION. 82% OF ALL REVIEWS ARE POOR OR RATED 1.BE GUIDED","May 03, 2023"
"Joe Moe","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","really bad on the customer service. I accept a question. Do you don't want to respond this A? I cannot respond to you the only $650 in my jacket and every kings and 6 months. I wasn't not gonna pay the bank back until they return my money visit. I had a charge back from the bank  to the bank and. I mean going up-and-down with stupid companies since 6 months very bad customer service  will call you back. They'll never call you back.I recommend that to buy from this company very poor service. Everything do you stole my money? Yes. Will go further and try to get my money back? I don't. Even wanna. Give? Them a star but I'm a lawyer go on here. I want to give them a list weigh less than a star.","April 20, 2023"
"Adam","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","Bought a Brand new jacket from the website.After 1 wear noticed a hole in the sleeve. Sent it for repair under the “lifetime warranty”After 11 weeks I received instruction I would have to pay the repair costs. The company are a disgrace. I bought the jacket, wore it once. It had a fault then I had to pay 20% the value of the jacket to have it repaired","April 19, 2023"
"Stussy H","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","Ordered aCanada Goose expedition.. direct from CG.ORDER NUMBERCGGB_A01181647Jacket arrived well boxed up. However the interior box was torn up in 3 places. Not fit for purpose. As the jacket is for a birthday present, I feel pretty let down. £1450 for a jacket yet packaging is atrotious. Have emailed & called CG. Still awaiting a reply.  Disgusting customer service.","April 11, 2023"
"Elsa Chavez","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","I am looking for the best jacket to live in Chisasibi ( the north of Quebec). I heard Canada goose had the best warm jackets, but I guess it's not right.If you search right the best jackets for a cold Canadian weather are PARKAS with the highest FILL POWER. The jackets should also have MORE DUVET than feathers (preferably 90/10).I looked for parkas for a weather of -30 and below in Rudsak, Moose knuckles and Canadian wolf. I realized that some of those brands offered a fill power of 700 to 800+ fill power and a percentage of 90/10 duvet and feathers.I chatted with a representative in Canada goose and he ended the chat when I asked if they had a parka with those characteristics. They don't offer a better product than those other brands. if you check well they only offer parkas with a fill power of 650+ maximum!!!! Some of those even have 80% duvet and 20% feathers.I guess it's just the name and marketing. I mean if you search well is one the oldest brands, which means it has the name and the money to advertise their products.Please do your research well don't waste your money. Don't buy their products just because it's """"Canada goose"" If I hadn't done my research I would be buying a jacket of 2000$ last week. It's not worth it, other brands offer a better quality.","April 06, 2023"
"jojo salvador","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","I am from Chicago. My sister placed an order in behalf of me. It is model Toronto Jacket.  When they arrived here in Chicago, I must try it out, I am usually Small but this one is quite big for a small so I guess this product has 2 Small sizes.  So, she arranges a replacement if none is available just a refund or a credit.  It was arranged but when it was returned, they claimed that it was dirty and used.  To be honest, I tried this 4 times for them to see if it looks good (small or big).  Do not order online because of the risk of not being able to return it for a replacement or full refund.  With this i will not  buy any of their product anymore and go to Kanuk and Alpaca Outerwear.","February 24, 2023"
"Beth Hopkins","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","I spent $1450 on coat in Chicago and they shipped to me because they did not have my size. When I received the coat the zipper was broken. I called abd spoke to costomer service (Brayden) and he told me it would be at my expense to ship it back and also my expanse to pay the $25 ""cleaning"" fee. Furthermore, if they deemed the coat was not broken then they would give back to me. WHAT??!!!??? I let Brayden know that even Target offers a prepaid label regardless. So I told him that I was going to dispute the charge on my credit card for damaged goods. After a lengthy hold he came back on the line to say to fill out the warranty return. They could not exchange it and could not offer a place in NJ to return and exchange. WORST CUSTOMER SERVICE. SHAME ON CANADA GOOSE. Deplorable. I am the client and I was on the defense the entire call. I want the coat. I want a coat that is not damaged. I am calling my credit card company regardless. Why should I be paying interest and have a damaged product? Moncler, Northface here I come!!!","April 03, 2023"
"Matt LJ","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Credit where it’s due, I’ve used CG a few times now and with the items I’ve decided to keep they have a quality feel and no signs of wear (in frequent use for over a year), more recently I have decided to return an item and within 10 working days they have collected from my doorstep (via DPD) and the amount has already appeared in my bank. Very efficient service!","March 31, 2023"
"kevin welling","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","My jacket lost its shape at the back followed procedure and sent it back they informed me that nothing was wrong and to wash and tumble it this I have done and it’s still the same went back again and was instructed to tumble on cold still no difference am awaiting a reply absolute joke The fact that it’s taken over a year to reply says it all really complete and utter useless company","March 01, 2023"
"A. H","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","Made a claim for their lifetime warranty for only a missing zipper to begin with. The jacket had a few other items to address and I did mention that as well and sent them detailed pictures and a description.The agent reviewed the case and I was asked to send it to their service center but to have it professionally cleaned otherwise they would charge a fee for that.I spent over $60.00 for this and shipping fees only for them to say nothing is covered and offered to ""repair"" my jacket for almost $300.00Keeping in mind that my primary issue was a missing zipper I declined and just to address that it was $50.00 which made absolutely no sense.In the end, the sent back my jacket and I was charged $100.00 for the benefit of them saying they will not cover anything. Canada Goose has a useless warranty so if you have any issues simply do not waste your time and money with their customer service.For the amount of money you spend the quality nor the service is appropriate.In 2023 with so many competitors on the market I would advise to spend your money elsewhere.The company has really gone downhill.","March 01, 2023"
"Georgina Jones","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","I bought a second hand coat on ebay . The cuffs were frayed .I emailed canada goose and said my situation and I also did not have the original receipt.They said I did not need receipt for warranty .They repaired it and my coat came back like a new coat .The only moan , I have was it took 2 months .It was worth the two months and if I ever find myself with alot of money ,I would definitely buy a brand new one .","March 27, 2023"
"Francesca Davies","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-4.svg","Although my experience in store wasn’t as expect first time. Their warranty scheme worked for me. Sent my coat, was very worried after reading reviews and straight away they said they would replace. For how much you pay, they don’t offer next day delivery so I went to store in London again to pick it up - friendly staff and because it was less busy I felt the experience was so much better. I came onto here to see how their warranty scheme worked and I got so worried form these reviews sending my £1,250 coat away. Don’t listen to them, the process is faultless.","March 16, 2023"
"JALLIE_C","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","Do not buy from this company if you value your money!I wish I had never bought from CG, they have hands down THE WORST CUSTOMER SERVICE. Helpless and  they just talk to you in circles. I bought a $1400 jacket, I received a  clearly worn item which also was a different size than ordered. The jacket came with stains of which I sent proof to Canada Goose. All they did to fix the issue was told me to send it back and follow their return policies, after a lot of back and forth I was told ""I will receive my refund as soon as it was delivered to their warehouse"". When I reached out to them I was told to wait ""1-2 business days for processing'. It's been 5 days since my return was delivered and when I reach out to them they just talk to me in circles, terrible since the jackets are really cute.","March 10, 2023"
"Ali Lee","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","Excellent service, coat dispatched quickly and when it was the wrong size the returns and refund couldn’t have been simpler.Will definitely buy from here again.","July 15, 2022"
"yvonne whitley","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","As others have mentioned, the warranty is absolute BS!! The parka I bought, began falling to pieces after just a few wears, buttons won't close, leading to a banging sound every time I walk, which means I can't wear it, the inner straps are unravelling from day one, sleeves are beginning to fray and the zip pieces have cracked off, its looking beyond shabby to say the least and I've only worn it a handful of times. To then be told I have to say for shipment from Ireland for repairs for a coat weighing 2.5kg! An absolute joke and extremely unsatisfactory, I feel royally ripped off!","August 10, 2022"
"Jennifer Morales","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","DO NOT RECOMMEND!! Scammers! I have been dealing with Canada Goose for about 3 months now regarding a jacket I sent back them because it didn’t fit me and they literally sent me a shipping label to return to them and now they’re saying they did not receive the jacket that it got sent to the wrong address and well I sent the jacket back using the shipping label they sent me and I have the proof of it and I even got a email saying they received my return but yet they’re saying they didn’t receive it? That is a $1400 jacket I am loosing money on and they seem to not care to help us out I’ve talked to multiple employees and even managers and they all just say the same thing we will try to figure it out. I am very disappointed with their customer service and how they do not care about helping us. If the package got sent to the wrong address that is their fault for sending me the wrong shipping label I followed all of their rerun instructions! be careful when you purchase an item from this company. I have also read a lot of other similar reviews like mine that they send you the wrong shipping label and it gets sent to they wrong address and then they say it’s your fault as the customer for basically following their instructions?? Doesn’t make sense to me that sounds like they just want to Rob their customers hard earned money! I have proof of them saying they received the return and how they still took the money from my account. They’re scammers!! They also have a lot of similar reviews like mine saying they went through the same thing..","March 07, 2023"
"Chris Kemp","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","I purchased a Canada Goode Hoody at a cost of £325 in September last year and it has developed a massive hole in the armpit where the wool has shredded apart.After submitting a warranty claim , packaging up the item and sending for inspection, Canada Goose have said they won’t repair or replace the item as Knitwear isn’t covered under their warranty program!An item of clothing costing £325 really shouldn’t be falling apart after 6 months! Totally unacceptable from a so called high end clothing brand!It’s a shame that Canada Goose as a company looks great from the outside but obviously with all the negative reviews , have zero customer care or after sales care once you have spent money with them! As a household that has 3 Canada Goose Parkas, 3 hoodies , gloves and hats, this will be the final purchase made at Canada Goose! A £325 hoody that is now fit for the bin!Date of experience: 07 March 2023","March 07, 2023"
"Rocky","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-5.svg","I bought my Canada Goose jacket in 2014, just about 9 years ago, and it held up exceptionally well. It did experience normal wear and tear over the years. In 2023 I was able to submit a warranty claim, and sent in the coat for repairs. Tell me why they were kind enough to complete all of my repairs FREE OF CHARGE. Their customer service was also very reliable and reachable, both through email and telephone. They even sent my coat back in a cool suit bag. I ended up buying a Rudsak coat, since Canada Goose is much pricier now than it was, but it was a total mistake. My Rudsak coat started falling apart not even 4 months after purchase, plus their customer service is trash with a 1 year warranty with rules that are unexceptionally rigid. Canada Goose is worth the extra cash, plus it's a brand you can trust. I was shocked to see all of the poor reviews here, but I do know that many people who did not buy their coat from an official reseller or from the company its self received fake products. Or at least this was the case back in 2014.","January 18, 2023"
"Adam Idris","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","The worst customer service. They expect you to dry clean a brand new mw jacket for $90, then ship it for another $45, then wait for it to be returned. This is a $1,500 coat, they can't afford to send a label ? Really. Then string arm you into paying for cleaning when the item is new ? The life time warranty is a sham. Just read how many people had problems on a warranty. Maybe the department of consumer affairs needs to step in or maybe we all stop buying their overpriced coats and watch them fall. Screw you Canada goose. I bought a Montblanc, and it blows this piece of crap away. Never again will I buy anything from this company.","March 01, 2023"
"Bradford Purdom","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","Canada Goose refused to accept a return that had not been worn and was within the 30-day return window. if you're in Denver at the Cherry Creek mall do your self a favor and go to Arc'teryx in the same mall for comparable and more Colorado-appropriate gear that wont make you look like a douche.","February 21, 2023"
"Gill","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","Do not buy jackets. The fur hood is made from coyote animals who are trapped alive for days. They are hurt and killed badly for these jackets. Please stop this cruelty and do not but Canada Goose jackets. Lots of ethical alternatives available people. Canada goose claim the remaining fur they sale is old stock. What about all the goose feather then? That is shocking as well.","February 20, 2023"
"Daniel Cornicello","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","Canada goose customer service is a disgrace. I bought a light winter coat about a year and a half ago and after about a year of wearing it the left sleeve ripped on its own in multiple locations. The product was clearly defective. I went to Canada goose in soho and they confirmed with me that my product was defective and told me I had to send it to Canada goose where it will be fixed free of charge. They even gave me a pre paid shipping label. Upon its arrival, I was notified I would have to pay $80 for the repair, 40 for each sleeve. This was about three weeks ago now. I have called four times and sent multiple emails to tell them I will not be paying to have the right sleeve fixed when there is nothing wrong with it. Every time they tell me it will be fixed and the charge will go away and all I would need to pay for is the left sleeve  but every time they never follow up and nothing changes. It's a disgrace. Do they really need $40 that badly? Never buy a Canada goose product all they care about is extracting every last dollar they can they couldn't care less about you as the customer.","February 20, 2023"
"BB","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","another company who have made there wealth by duping customer to buy there so called quality products.I bought my son a goose jacket costing nearly £1000 the toggle broke after a few days of wearing it. Will not investigate but told me they would send another toggle. I WANT A QUALITY JACKET not tack not quality assured. They will respond all products are quality assured but obviously not.I was going to purchase another EXPENSIVE item but since extremely poor customer service I won't be, I'm boycotting this firm as will my colleagues","February 17, 2023"
"Samanthaw","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","Dreadful customer service the warranty is useless, my young son saved up to buy a coat and then damaged it,  so we asked for it to be repaired as per their warranty, only to be told it falls outside to their conditions.  It took them over 3 mths to tell us this!  DO NOT WASTE YOUR MONEY ON THIS BRAND!","February 17, 2023"
"Ping Ke","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","The Lifetime warranty is useless. I bought a black parka with outershell made with 85% polyester and 15% cotton. After only 2 or 3 seasons’ normal wear (only during tough winter conditions), the fabric faded very bad in the front. My dry cleaner told me this was the problem with that type of Canada Goose fabric. I sent the jacket to Canada Goose Warranty and they told me the fabric was damaged because of an accident. I am very frustrated because there has never been an accident happened to the parka. I would have felt much better if they had told me it was normal wear and tear. Canada Goose is totally a scam to me considering the price I paid and the quality and service I received.","February 14, 2023"
"Martin Cutler","https://cdn.trustpilot.net/brand-assets/4.1.0/stars/stars-1.svg","I purchased the Borden Bomber jacket for £1095. It was shipped express with DHL and arrived quickly. I recorded opening the sealed package (as I do with all expensive purchases), and to my dismay, there was no jacket inside! I received the standard Canada Goose box, and inside was just a coat hanger and a coat bag. I was furious! I lodged a claim with their customer service Team who were very apologetic. Unfortunately, after a month they have come back and said there is nothing they can do as DHL delivered the package. I have proof the coat was not contained within the package and yet they still won’t help. Absolute joke! I am in the process of taking legal action against Canada Goose/DHL.","February 14, 2023"
